goals_for,win_pct
227,0.551282051
223,0.417721519
250,0.56097561
251,0.524390244
239,0.487804878
221,0.407407407
250,0.5
246,0.525641026
218,0.35443038
237,0.518518519
255,0.5625
194,0.3125
198,0.37037037
223,0.567901235
208,0.475
213,0.544303797
172,0.4625
215,0.5375
231,0.358024691
233,0.5375
188,0.382716049
252,0.571428571
230,0.53164557
242,0.592592593
245,0.567901235
237,0.441558442
245,0.530864198
223,0.43902439
263,0.65
219,0.555555556
